subject,condition,block,error_type,error
0,no_label,1,label,0.570528526741
0,no_label,1,salient,2.77598396457
0,no_label,1,non_salient,2.62307645332
0,no_label,50,label,0.204134532806
0,no_label,50,salient,1.15780104414
0,no_label,50,non_salient,1.26828003676
0,no_label,100,label,0.0891520463233
0,no_label,100,salient,0.914336080538
0,no_label,100,non_salient,0.862240340891
0,no_label,150,label,0.0541386744622
0,no_label,150,salient,0.876828467424
0,no_label,150,non_salient,0.824963636087
0,no_label,200,label,0.0583440041937
0,no_label,200,salient,0.833763689068
0,no_label,200,non_salient,0.800635087892
0,no_label,250,label,0.0636628708727
0,no_label,250,salient,0.783502738735
0,no_label,250,non_salient,0.771417045838
0,no_label,300,label,0.0660494318677
0,no_label,300,salient,0.73093944472
0,no_label,300,non_salient,0.737469853262
0,no_label,350,label,0.0646489647615
0,no_label,350,salient,0.683521416462
0,no_label,350,non_salient,0.702489424454
0,no_label,400,label,0.0596174600029
0,no_label,400,salient,0.647418371494
0,no_label,400,non_salient,0.670909070204
0,no_label,450,label,0.0524643808632
0,no_label,450,salient,0.62342744634
0,no_label,450,non_salient,0.644809260549
0,no_label,500,label,0.0449897259751
0,no_label,500,salient,0.608359617888
0,no_label,500,non_salient,0.623968972638
0,no_label,550,label,0.0383930302803
0,no_label,550,salient,0.598531858389
0,no_label,550,non_salient,0.607313837559
0,no_label,600,label,0.0331768971068
0,no_label,600,salient,0.59139854228
0,no_label,600,non_salient,0.59372734009
0,no_label,650,label,0.0293877712099
0,no_label,650,salient,0.585557641355
0,no_label,650,non_salient,0.582285496798
0,no_label,700,label,0.0268465780064
0,no_label,700,salient,0.580318110063
0,no_label,700,non_salient,0.572330474336
0,no_label,750,label,0.0252796560967
0,no_label,750,salient,0.575352697782
0,no_label,750,non_salient,0.563463429834
0,no_label,800,label,0.0243980196467
0,no_label,800,salient,0.570502687175
0,no_label,800,non_salient,0.55545848439
0,no_label,850,label,0.0239594925605
0,no_label,850,salient,0.565687695515
0,no_label,850,non_salient,0.548168101675
0,no_label,900,label,0.0237906822516
0,no_label,900,salient,0.56087305105
0,no_label,900,non_salient,0.541477485782
0,no_label,950,label,0.0237686593713
0,no_label,950,salient,0.556062258239
0,no_label,950,non_salient,0.535298534373
0,no_label,1000,label,0.0238006801184
0,no_label,1000,salient,0.551295617363
0,no_label,1000,non_salient,0.529573518998
0,no_label,1050,label,0.0238157390115
0,no_label,1050,salient,0.546643100269
0,no_label,1050,non_salient,0.52427281533
0,no_label,1100,label,0.0237588880458
0,no_label,1100,salient,0.542186048874
0,no_label,1100,non_salient,0.519384211515
0,no_label,1150,label,0.0235897057898
