subject,condition,block,error_type,error
0,no_label,1,label,0.493364924963
0,no_label,1,salient,2.37098210394
0,no_label,1,non_salient,2.7207643881
0,no_label,50,label,0.123506324616
0,no_label,50,salient,1.02563557048
0,no_label,50,non_salient,1.5330902602
0,no_label,100,label,0.10463951844
0,no_label,100,salient,0.921386195131
0,no_label,100,non_salient,1.24148180989
0,no_label,150,label,0.0888605770771
0,no_label,150,salient,0.895916353178
0,no_label,150,non_salient,0.933239713767
0,no_label,200,label,0.0539590234825
0,no_label,200,salient,0.876558131534
0,no_label,200,non_salient,0.86642781726
0,no_label,250,label,0.0431105945031
0,no_label,250,salient,0.857378213726
0,no_label,250,non_salient,0.848471818409
0,no_label,300,label,0.0450785641272
0,no_label,300,salient,0.834844233818
0,no_label,300,non_salient,0.831699774746
0,no_label,350,label,0.0498812222333
0,no_label,350,salient,0.808384203537
0,no_label,350,non_salient,0.812509054999
0,no_label,400,label,0.0542366413186
0,no_label,400,salient,0.778910014227
0,no_label,400,non_salient,0.791376144444
0,no_label,450,label,0.0573088660186
0,no_label,450,salient,0.748439948767
0,no_label,450,non_salient,0.769452210602
0,no_label,500,label,0.0589780459783
0,no_label,500,salient,0.719031797645
0,no_label,500,non_salient,0.747517708837
0,no_label,550,label,0.0595465578181
0,no_label,550,salient,0.691605929383
0,no_label,550,non_salient,0.725566248255
0,no_label,600,label,0.0592749851086
0,no_label,600,salient,0.666019647905
0,no_label,600,non_salient,0.703430575656
0,no_label,650,label,0.0582768810033
0,no_label,650,salient,0.642031303661
0,no_label,650,non_salient,0.681523897857
0,no_label,700,label,0.0565365536976
0,no_label,700,salient,0.619894159701
0,no_label,700,non_salient,0.660882334082
0,no_label,750,label,0.0540421300647
0,no_label,750,salient,0.600187823674
0,no_label,750,non_salient,0.642620647328
0,no_label,800,label,0.0509559950955
0,no_label,800,salient,0.583321540603
0,no_label,800,non_salient,0.627357769843
0,no_label,850,label,0.0477021935767
0,no_label,850,salient,0.56925531931
0,no_label,850,non_salient,0.615053150289
0,no_label,900,label,0.0445464085801
0,no_label,900,salient,0.557585702499
0,no_label,900,non_salient,0.605233982371
0,no_label,950,label,0.0414741827398
0,no_label,950,salient,0.547786890874
0,no_label,950,non_salient,0.597311247393
0,no_label,1000,label,0.0385790360887
0,no_label,1000,salient,0.539391867273
0,no_label,1000,non_salient,0.590774381587
0,no_label,1050,label,0.0359211744387
0,no_label,1050,salient,0.532057882227
0,no_label,1050,non_salient,0.585247656012
0,no_label,1100,label,0.0335126647124
0,no_label,1100,salient,0.525557895808
0,no_label,1100,non_salient,0.580473877553
0,no_label,1150,label,0.0313369975684
0,no_label,1150,salient,0.519747361281
0,no_label,1150,non_salient,0.576279659532
0,no_label,1200,label,0.029365356383
0,no_label,1200,salient,0.514532578012
0,no_label,1200,non_salient,0.572545651657
0,no_label,1250,label,0.0275663902552
0,no_label,1250,salient,0.509848290388
0,no_label,1250,non_salient,0.569186420688
0,no_label,1300,label,0.025911240067
0,no_label,1300,salient,0.505643976052
0,no_label,1300,non_salient,0.566138115251
0,no_label,1350,label,0.0243756626975
0,no_label,1350,salient,0.501876205406
0,no_label,1350,non_salient,0.563351151482
0,no_label,1400,label,0.0229404878723
0,no_label,1400,salient,0.498504722967
0,no_label,1400,non_salient,0.560785859076
0,no_label,1450,label,0.0215911957495
0,no_label,1450,salient,0.49549065222
0,no_label,1450,non_salient,0.55840981188
0,no_label,1500,label,0.0203171235163
0,no_label,1500,salient,0.492795859504
0,no_label,1500,non_salient,0.556196103202
0,no_label,1550,label,0.0191106017407
0,no_label,1550,salient,0.490382933777
0,no_label,1550,non_salient,0.554122144977
0,no_label,1600,label,0.0179661681806
0,no_label,1600,salient,0.488215493644
0,no_label,1600,non_salient,0.55216875559
0,no_label,1650,label,0.0168799118448
0,no_label,1650,salient,0.486258680867
0,no_label,1650,non_salient,0.550319413535
0,no_label,1700,label,0.0158489523752
0,no_label,1700,salient,0.484479783652
0,no_label,1700,non_salient,0.548559626287
0,no_label,1750,label,0.0148710408924
0,no_label,1750,salient,0.482848975685
0,no_label,1750,non_salient,0.546876412286
0,no_label,1800,label,0.0139442639146
0,no_label,1800,salient,0.481340161717
0,no_label,1800,non_salient,0.545257925425
0,no_label,1850,label,0.0130668339336
0,no_label,1850,salient,0.479931878572
0,no_label,1850,non_salient,0.54369326634
0,no_label,1900,label,0.0122369548924
0,no_label,1900,salient,0.478608106317
0,no_label,1900,non_salient,0.542172517366
0,no_label,1950,label,0.0114527554227
0,no_label,1950,salient,0.477358724349
0,no_label,1950,non_salient,0.540686999466
0,no_label,2000,label,0.0107122837697
0,no_label,2000,salient,0.476179284814
0,no_label,2000,non_salient,0.539229678301
0,no_label,2050,label,0.01001355278
0,no_label,2050,salient,0.475069887335
0,no_label,2050,non_salient,0.537795564479
0,no_label,2100,label,0.00935461225276
0,no_label,2100,salient,0.474033263321
0,no_label,2100,non_salient,0.53638191018
0,no_label,2150,label,0.00873361740248
0,no_label,2150,salient,0.473072561645
0,no_label,2150,non_salient,0.534988052386
0,no_label,2200,label,0.00814886607906
0,no_label,2200,salient,0.472189489957
0,no_label,2200,non_salient,0.533614892787
0,no_label,2250,label,0.0075987948831
0,no_label,2250,salient,0.47138326785
0,no_label,2250,non_salient,0.532264161679
0,no_label,2300,label,0.00708194441625
0,no_label,2300,salient,0.470650449491
0,no_label,2300,non_salient,0.53093768982
0,no_label,2350,label,0.00659691396465
0,no_label,2350,salient,0.469985360912
0,no_label,2350,non_salient,0.529636870799
0,no_label,2400,label,0.00614232312443
0,no_label,2400,salient,0.46938081066
0,no_label,2400,non_salient,0.528362385317
