subject,condition,block,error_type,error
0,no_label,1,label,0.752668944759
0,no_label,1,salient,2.65387518196
0,no_label,1,non_salient,2.42315253619
0,no_label,50,label,0.1929759002
0,no_label,50,salient,1.07347810145
0,no_label,50,non_salient,1.36612789633
0,no_label,100,label,0.0757641248644
0,no_label,100,salient,0.896099091662
0,no_label,100,non_salient,0.864787379638
0,no_label,150,label,0.0255585891606
0,no_label,150,salient,0.889442135502
0,no_label,150,non_salient,0.829207348064
0,no_label,200,label,0.0212148288943
0,no_label,200,salient,0.885220382922
0,no_label,200,non_salient,0.815040422669
0,no_label,250,label,0.0238552079229
0,no_label,250,salient,0.879037431251
0,no_label,250,non_salient,0.803449659884
0,no_label,300,label,0.0273085499179
0,no_label,300,salient,0.870429915631
0,no_label,300,non_salient,0.792236705164
0,no_label,350,label,0.0310388021359
0,no_label,350,salient,0.859138426656
0,no_label,350,non_salient,0.780107054512
0,no_label,400,label,0.0347941998246
0,no_label,400,salient,0.845126875718
0,no_label,400,non_salient,0.766374313518
0,no_label,450,label,0.0382711365301
0,no_label,450,salient,0.82876797346
0,no_label,450,non_salient,0.75082147688
0,no_label,500,label,0.0411816737761
0,no_label,500,salient,0.810902094349
0,no_label,500,non_salient,0.733608139884
0,no_label,550,label,0.0433494266153
0,no_label,550,salient,0.792617540481
0,no_label,550,non_salient,0.715135277905
0,no_label,600,label,0.0447496854249
0,no_label,600,salient,0.77473904653
0,no_label,600,non_salient,0.695853372518
0,no_label,650,label,0.0455178792922
0,no_label,650,salient,0.757375979261
0,no_label,650,non_salient,0.676114731181
0,no_label,700,label,0.0459136975679
0,no_label,700,salient,0.739948463441
0,no_label,700,non_salient,0.656184825071
0,no_label,750,label,0.0461715258782
0,no_label,750,salient,0.72164392448
0,no_label,750,non_salient,0.636402434368
0,no_label,800,label,0.0463698608911
0,no_label,800,salient,0.701962977037
0,no_label,800,non_salient,0.617350212592
0,no_label,850,label,0.0463969118222
0,no_label,850,salient,0.68110889065
0,no_label,850,non_salient,0.599821299729
0,no_label,900,label,0.0460314926097
0,no_label,900,salient,0.659945761546
0,no_label,900,non_salient,0.584474414813
0,no_label,950,label,0.045133979547
0,no_label,950,salient,0.639401903365
0,no_label,950,non_salient,0.571494925677
0,no_label,1000,label,0.043757785637
0,no_label,1000,salient,0.619948369057
0,no_label,1000,non_salient,0.560660952175
0,no_label,1050,label,0.0420638283256
0,no_label,1050,salient,0.601650693633
0,no_label,1050,non_salient,0.551612853828
0,no_label,1100,label,0.0401851272083
0,no_label,1100,salient,0.584470840949
0,no_label,1100,non_salient,0.544008463916
0,no_label,1150,label,0.0381825910605
0,no_label,1150,salient,0.568433480989
0,no_label,1150,non_salient,0.537549882056
0,no_label,1200,label,0.0360846908465
0,no_label,1200,salient,0.553618066412
0,no_label,1200,non_salient,0.53197611489
0,no_label,1250,label,0.0339310506258
0,no_label,1250,salient,0.540094287261
0,no_label,1250,non_salient,0.527067488581
0,no_label,1300,label,0.0317783190556
0,no_label,1300,salient,0.527881466286
